PERMNO	date	SHRCD	EXCHCD	RET
12461	20201231	73	3	0.057833
12462	20201231	73	3	0.034240
12463	20201231	73	4	-0.002900
12472	20201231	44	1	0.102703
12473	20201231	11	1	0.014774
12476	20201231	11	1	0.122553
12477	20201231	11	1	0.150106
12480	20201231	11	3	0.003613
12487	20201231	11	3	0.084072
12488	20201231	11	3	0.140127
12490	20201231	11	1	0.019106
12492	20201231	31	3	0.065463
12493	20201231	11	3	0.103297
12494	20201231	11	3	0.094795
12495	20201231	12	3	0.132813
12497	20201231	11	3	0.049436
12500	20201231	12	3	-0.159926
12502	20201231	11	3	0.025122
12503	20201231	11	1	-0.006778
12505	20201231	14	3	0.091135
12508	20201231	73	3	0.058368
12510	20201231	73	4	-0.084592
12513	20201231	18	1	0.015336
12514	20201231	44	1	0.041546
12515	20201231	11	1	0.219923
12516	20201231	44	1	0.029599
12521	20201231	11	1	-0.175532
12523	20201231	44	1	0.030060
12527	20201231	11	2	-0.295302
12528	20201231	14	1	0.097287
12530	20201231	73	5	0.024567
12531	20201231	73	5	-0.023454
12533	20201231	73	4	0.079780
12534	20201231	73	4	0.074165
12535	20201231	73	4	0.058497
12536	20201231	73	4	0.026741
12537	20201231	73	4	0.041663
12540	20201231	12	1	0.100324
12542	20201231	12	1	0.290662
12543	20201231	14	1	0.074705
12552	20201231	73	4	0.041683
12556	20201231	12	2	0.043084
12558	20201231	11	1	-0.049374
12559	20201231	11	1	0.127792
12564	20201231	73	4	0.049053
12565	20201231	73	4	0.029288
12566	20201231	18	1	0.036824
12569	20201231	12	2	-0.053846
12570	20201231	11	1	0.062770
12573	20201231	11	3	-0.173333
12577	20201231	11	3	-0.041534
12578	20201231	73	3	0.062225
12579	20201231	11	3	1.125000
12582	20201231	12	3	0.195833
12583	20201231	11	3	-0.012378
12584	20201231	14	3	-0.012881
12588	20201231	11	3	0.126550
12591	20201231	11	1	0.122879
12592	20201231	11	2	-0.003250
12593	20201231	44	1	0.106984
12615	20201231	11	1	0.059216
12621	20201231	73	4	0.067089
12622	20201231	11	1	0.095597
12623	20201231	11	1	0.064236
12625	20201231	73	4	0.021483
12628	20201231	73	3	0.022099
12629	20201231	11	1	-0.037037
12631	20201231	73	4	0.015219
12633	20201231	73	4	-0.022769
12639	20201231	11	3	-0.002492
12640	20201231	11	3	0.142857
12641	20201231	11	1	0.219032
12644	20201231	71	1	0.776053
12646	20201231	73	3	0.079956
12647	20201231	73	3	0.058613
12648	20201231	73	3	0.109411
12649	20201231	73	3	0.121339
12650	20201231	11	1	0.098834
12651	20201231	73	3	0.043852
12652	20201231	73	3	0.022490
12654	20201231	73	3	0.060177
12655	20201231	73	3	0.076661
12656	20201231	73	3	0.077894
12657	20201231	73	3	0.068509
12658	20201231	73	3	0.109650
12659	20201231	73	3	0.086870
12662	20201231	44	1	0.027624
12665	20201231	73	5	0.046840
12666	20201231	73	4	0.001788
12668	20201231	18	1	-0.030090
12672	20201231	73	4	0.001676
12673	20201231	73	4	0.037344
12675	20201231	73	4	0.004094
12676	20201231	73	4	0.021416
12680	20201231	31	1	0.282378
12681	20201231	18	1	0.055742
12684	20201231	12	1	0.026369
12689	20201231	72	3	-0.068592
12690	20201231	14	3	0.059713
12693	20201231	14	3	0.018696
12697	20201231	14	3	-0.113095
12699	20201231	31	3	0.224065
12717	20201231	73	4	0.027862
12728	20201231	73	4	0.194030
12729	20201231	73	3	
12741	20201231	44	1	0.042667
12744	20201231	73	4	0.027928
12745	20201231	71	1	0.100917
12747	20201231	14	3	-0.027523
12748	20201231	44	1	0.066151
12751	20201231	31	1	0.024382
12753	20201231	73	4	0.020383
12754	20201231	73	4	0.071309
12756	20201231	48	1	0.148418
12758	20201231	11	3	0.071998
12759	20201231	31	1	-0.163088
12781	20201231	11	1	0.011413
12783	20201231	11	1	0.105375
12786	20201231	71	1	0.018349
12788	20201231	11	1	0.335227
12789	20201231	11	2	0.728261
12796	20201231	11	1	0.080424
12798	20201231	11	3	-0.101060
12799	20201231	12	3	0.008991
12826	20201231	73	3	0.084600
12828	20201231	18	1	-0.062893
12832	20201231	73	4	0.011378
12839	20201231	14	1	0.057480
12840	20201231	11	2	0.009709
12841	20201231	73	4	0.056261
12842	20201231	73	4	0.027436
12844	20201231	73	4	0.033207
12847	20201231	73	4	0.041857
12852	20201231	73	4	0.109726
12867	20201231	73	4	0.060408
12868	20201231	73	4	0.041243
12870	20201231	73	5	0.000323
12871	20201231	71	3	0.164835
12872	20201231	11	1	0.063786
12874	20201231	73	4	0.019673
12875	20201231	73	4	0.062938
12876	20201231	73	4	0.022796
12877	20201231	11	1	-0.026866
12880	20201231	11	3	0.084926
12885	20201231	14	3	-0.050177
12886	20201231	31	3	-0.004857
12890	20201231	12	3	0.086957
12895	20201231	14	1	0.058179
12899	20201231	73	5	0.025421
12902	20201231	73	4	0.029025
12904	20201231	73	4	0.000132
12905	20201231	11	1	-0.033333
12912	20201231	31	3	0.100437
12913	20201231	11	3	0.114775
12914	20201231	11	3	
12915	20201231	11	3	
12919	20201231	12	3	0.038620
12920	20201231	11	3	0.049048
12923	20201231	73	3	0.058616
12927	20201231	11	3	0.231899
12948	20201231	73	4	0.081389
12949	20201231	73	4	0.073055
12953	20201231	73	4	0.064981
12961	20201231	12	3	0.033333
12974	20201231	44	1	0.002139
12975	20201231	73	5	0.050606
12978	20201231	73	4	0.057831
12979	20201231	73	4	0.011575
12980	20201231	73	4	0.013395
12981	20201231	11	1	0.026587
12982	20201231	12	1	0.301738
12983	20201231	73	4	-0.032371
12986	20201231	73	4	
12991	20201231	73	4	-0.018519
12994	20201231	12	1	-0.055998
12996	20201231	73	4	0.003757
12997	20201231	73	4	0.080275
12998	20201231	73	4	0.103766
12999	20201231	73	4	0.076320
13000	20201231	74	4	0.061321
13001	20201231	74	4	0.082168
13002	20201231	74	4	0.099379
13003	20201231	18	1	0.076869
13006	20201231	11	3	0.066986
13007	20201231	11	3	-0.007432
13016	20201231	73	4	0.031369
13019	20201231	11	1	-0.121084
13023	20201231	73	4	0.035943
13024	20201231	73	5	0.026056
13025	20201231	73	5	0.049445
13026	20201231	73	5	0.030316
13027	20201231	73	5	0.022990
13029	20201231	73	5	0.002177
13030	20201231	73	5	-0.044843
13031	20201231	74	4	0.231609
13032	20201231	73	4	-0.291601
13033	20201231	73	4	0.030587
13034	20201231	14	1	0.122112
13035	20201231	11	1	0.060644
13046	20201231	11	1	0.122526
13076	20201231	44	1	0.042582
13079	20201231	71	1	0.018519
13082	20201231	73	5	0.042011
13084	20201231	11	1	0.354212
13085	20201231	11	1	0.077672
13089	20201231	73	3	0.111091
13092	20201231	73	3	0.086098
13102	20201231	74	4	0.018847
13103	20201231	12	1	0.097641
13105	20201231	11	3	0.183981
13107	20201231	11	3	-0.024390
13108	20201231	11	3	0.259781
13111	20201231	11	3	1.366468
13114	20201231	73	3	0.086146
13116	20201231	11	1	-0.124150
13122	20201231	73	4	0.127748
13124	20201231	11	1	0.668078
13126	20201231	73	3	0.007263
13129	20201231	73	4	0.130465
13130	20201231	73	3	0.026079
13131	20201231	73	3	0.000397
13132	20201231	73	3	0.054227
13137	20201231	73	4	0.001231
13138	20201231	73	4	0.000246
13141	20201231	11	1	0.144663
13142	20201231	12	1	0.187111
13159	20201231	11	3	0.152727
13162	20201231	71	3	0.323333
13168	20201231	11	3	0.102682
13169	20201231	11	3	0.196364
13176	20201231	44	1	0.026860
13180	20201231	12	2	0.101974
13181	20201231	11	1	0.051029
13182	20201231	73	4	0.039137
13185	20201231	12	1	-0.044898
13188	20201231	11	1	0.069342
13189	20201231	73	4	0.042246
13190	20201231	73	4	0.029188
13191	20201231	12	1	0.045537
13193	20201231	73	4	0.028289
13196	20201231	11	2	-0.020270
13198	20201231	11	3	-0.030400
13201	20201231	11	3	0.219353
13202	20201231	11	3	0.059702
13206	20201231	31	1	-0.130764
13210	20201231	11	1	0.111749
13211	20201231	73	3	0.051980
13214	20201231	73	3	0.091224
13217	20201231	73	3	0.059036
13219	20201231	73	3	0.092418
13220	20201231	73	3	0.092516
13221	20201231	73	3	0.084074
13228	20201231	73	4	0.030215
13229	20201231	73	4	0.087770
13230	20201231	73	5	0.176802
13233	20201231	73	3	0.053967
13234	20201231	73	4	0.057194
13235	20201231	73	4	0.053802
13236	20201231	73	5	0.153069
13240	20201231	73	5	-0.007621
13241	20201231	73	4	-0.000259
13242	20201231	73	4	0.009373
13243	20201231	73	4	0.090054
13244	20201231	11	1	0.184676
13245	20201231	73	4	0.073874
13246	20201231	73	4	0.049344
13249	20201231	11	1	0.110307
13252	20201231	73	4	0.036857
13253	20201231	11	1	0.625000
13254	20201231	44	1	0.044482
13260	20201231	11	3	0.101796
13262	20201231	11	3	0.122756
13265	20201231	11	3	0.542254
13268	20201231	73	3	0.063078
13273	20201231	73	3	0.002368
13278	20201231	11	3	0.043277
13279	20201231	11	3	0.010145
13280	20201231	11	3	-0.068493
13284	20201231	11	1	0.050670
13286	20201231	31	1	0.157435
13293	20201231	73	4	0.049006
13296	20201231	14	1	0.061293
13300	20201231	73	4	0.007720
13301	20201231	73	4	0.028669
13302	20201231	11	1	0.117097
13303	20201231	11	1	0.021368
13305	20201231	11	1	0.052786
13308	20201231	73	4	0.020119
13310	20201231	74	4	0.071506
13315	20201231	31	1	0.100626
13316	20201231	11	1	0.227609
13318	20201231	11	1	0.022855
13319	20201231	12	1	0.261017
13321	20201231	12	3	0.079565
13322	20201231	73	3	0.018536
13323	20201231	11	3	0.284836
13324	20201231	11	3	-0.138462
13325	20201231	11	3	0.757653
13326	20201231	11	3	0.231871
13328	20201231	11	3	0.153023
13332	20201231	18	1	0.098743
13337	20201231	11	1	-0.111940
13341	20201231	73	4	0.027351
13343	20201231	11	1	0.147059
13344	20201231	73	5	0.029831
13345	20201231	73	4	0.030992
13348	20201231	73	3	0.027484
13350	20201231	12	2	0.036269
13351	20201231	44	1	0.031697
13353	20201231	12	1	-0.065366
13356	20201231	11	1	0.154506
13357	20201231	14	1	0.030488
13358	20201231	18	1	0.064198
13360	20201231	73	4	0.052904
13361	20201231	73	4	0.029377
13364	20201231	73	4	0.041753
13366	20201231	71	1	0.235632
13369	20201231	11	3	0.144531
13375	20201231	11	3	-0.029787
13376	20201231	31	3	0.593909
13377	20201231	11	3	0.318098
13379	20201231	11	3	-0.167940
13380	20201231	14	3	-0.026160
13382	20201231	73	5	0.057956
13386	20201231	73	4	0.031677
13387	20201231	73	4	0.047879
13393	20201231	44	1	0.003407
13395	20201231	44	1	0.011848
13399	20201231	11	1	-0.106243
13401	20201231	18	1	0.081433
13403	20201231	12	3	0.183874
13405	20201231	71	3	0.106653
13407	20201231	11	3	-0.013756
13410	20201231	11	3	0.181221
13411	20201231	11	3	-0.271955
13412	20201231	11	3	-0.281588
13428	20201231	73	4	0.030227
13429	20201231	11	1	0.107348
13431	20201231	14	1	0.021694
13436	20201231	73	4	0.001848
13437	20201231	73	4	0.043371
13438	20201231	12	2	0.066136
13439	20201231	18	1	0.058010
13441	20201231	44	1	0.019347
13444	20201231	74	4	-0.033653
13446	20201231	73	4	0.021736
13447	20201231	11	1	0.029707
13452	20201231	12	1	0.155731
13453	20201231	11	3	-0.172474
13455	20201231	11	3	-0.164794
13501	20201231	14	1	0.062073
13503	20201231	73	4	0.019076
13505	20201231	73	4	0.029782
13507	20201231	11	3	0.143430
13508	20201231	11	1	-0.056319
13510	20201231	44	1	0.053235
13511	20201231	11	1	0.209139
13512	20201231	73	3	0.074633
13513	20201231	74	4	-0.103790
13519	20201231	14	1	0.051465
13520	20201231	11	3	0.117721
13521	20201231	11	3	0.168706
13527	20201231	11	3	0.118798
13528	20201231	11	3	0.024299
13532	20201231	11	3	-0.042950
13534	20201231	11	3	0.133881
13537	20201231	11	3	0.150616
13539	20201231	44	1	0.024369
13542	20201231	73	3	0.028880
13543	20201231	11	1	0.085553
13545	20201231	12	1	-0.016461
13547	20201231	12	1	0.080697
13548	20201231	11	3	0.109714
13555	20201231	73	3	0.019628
13559	20201231	11	3	0.128041
13561	20201231	11	3	0.009539
13562	20201231	73	3	0.048581
13568	20201231	73	4	0.026408
13570	20201231	44	1	0.020339
13571	20201231	44	1	0.025271
13572	20201231	73	4	0.074343
13575	20201231	73	4	0.058809
13576	20201231	31	1	-0.015296
13577	20201231	11	1	0.081940
13578	20201231	73	4	0.049171
13579	20201231	11	1	0.018024
13583	20201231	71	1	-0.169548
13584	20201231	71	1	0.035624
13586	20201231	12	1	0.024508
13595	20201231	73	3	0.066415
13599	20201231	11	3	-0.123236
13600	20201231	11	3	0.282707
13601	20201231	44	1	0.050871
13604	20201231	11	1	0.060189
13606	20201231	73	4	0.001041
13607	20201231	73	4	0.014240
13608	20201231	73	3	0.057415
13609	20201231	73	5	0.052268
13610	20201231	11	1	0.121974
13612	20201231	73	3	0.003043
13613	20201231	73	4	0.070684
13615	20201231	71	1	0.001750
13618	20201231	71	1	0.028992
13620	20201231	73	4	0.027053
13621	20201231	11	3	-0.088000
13622	20201231	11	1	0.065800
13623	20201231	73	4	0.047502
13624	20201231	73	4	0.039563
13625	20201231	11	1	0.045230
13626	20201231	44	1	0.078638
13628	20201231	11	3	0.065928
13634	20201231	12	3	0.175221
13641	20201231	11	3	0.211211
13643	20201231	11	3	-0.304421
13648	20201231	11	3	-0.293139
13650	20201231	14	3	-0.053714
13652	20201231	11	3	1.142517
13657	20201231	73	3	0.009678
13679	20201231	14	1	0.064164
13680	20201231	31	1	-0.023437
13681	20201231	71	1	0.056803
13684	20201231	73	4	0.205990
13685	20201231	44	1	-0.021703
13686	20201231	73	3	0.007115
13687	20201231	11	1	-0.012446
13688	20201231	11	1	-0.018898
13692	20201231	14	1	0.006295
13693	20201231	11	3	-0.460227
13694	20201231	11	3	0.019672
13698	20201231	14	3	0.095665
13700	20201231	18	3	-0.075125
13701	20201231	31	3	-0.096329
13704	20201231	11	3	0.131568
13706	20201231	12	3	0.060954
13707	20201231	31	3	-0.085973
13712	20201231	11	3	0.291196
13714	20201231	14	3	0.038290
13721	20201231	11	1	0.024574
13723	20201231	18	1	-0.007353
13724	20201231	73	4	0.036062
13727	20201231	73	4	0.042519
13728	20201231	73	4	0.039078
13729	20201231	44	1	0.012655
13730	20201231	11	1	-0.022039
13731	20201231	73	4	0.028747
13732	20201231	14	1	0.049858
13737	20201231	75	4	0.070913
13738	20201231	71	1	0.071318
13739	20201231	11	1	0.016930
13743	20201231	11	1	0.182921
13746	20201231	44	1	0.028090
13748	20201231	11	1	-0.013158
13749	20201231	71	1	0.156463
13750	20201231	12	3	0.120690
13751	20201231	12	3	0.135135
13752	20201231	18	3	0.053640
13755	20201231	11	3	0.842105
13756	20201231	18	3	0.009271
13757	20201231	11	3	0.004229
13760	20201231	12	1	0.111937
13763	20201231	12	1	0.060459
13764	20201231	14	1	0.080973
13765	20201231	44	1	0.050024
13766	20201231	11	1	0.105202
13769	20201231	11	2	0.023041
13771	20201231	73	4	0.014092
13772	20201231	73	4	0.023664
13774	20201231	44	1	0.015784
13775	20201231	18	1	-0.012150
13777	20201231	11	3	0.045676
13779	20201231	73	4	0.073266
13780	20201231	73	4	0.057705
13781	20201231	73	4	0.031514
13782	20201231	73	4	0.074968
13783	20201231	31	1	0.188482
13786	20201231	12	1	0.037190
13787	20201231	18	1	-0.010819
13788	20201231	11	1	0.031924
13795	20201231	73	3	0.011527
13796	20201231	11	3	0.193044
13797	20201231	11	3	0.125880
13798	20201231	11	3	-0.004695
13799	20201231	11	3	-0.203859
13801	20201231	73	4	0.007269
13802	20201231	11	1	0.118667
13807	20201231	14	1	0.051802
13808	20201231	44	1	0.069713
13809	20201231	18	1	0.144781
13810	20201231	73	4	0.030151
13812	20201231	11	3	-0.047170
13816	20201231	11	1	0.035403
13817	20201231	14	2	0.031540
13820	20201231	12	1	0.109726
13823	20201231	72	3	-0.052390
13825	20201231	11	3	0.021845
13828	20201231	11	3	0.761905
13833	20201231	73	4	0.433959
13834	20201231	73	4	0.247158
13835	20201231	44	1	-0.028954
13836	20201231	14	1	0.013175
13837	20201231	11	1	0.057842
13838	20201231	73	4	0.054746
13839	20201231	73	4	0.071614
13840	20201231	73	4	0.059554
13842	20201231	73	4	0.078867
13843	20201231	18	1	0.166667
13844	20201231	11	2	-0.053319
13847	20201231	73	4	0.042422
13850	20201231	73	5	0.029008
13851	20201231	73	5	0.034305
13852	20201231	73	4	0.002136
13856	20201231	11	3	0.035308
13859	20201231	73	4	0.019282
13860	20201231	11	1	0.132258
13862	20201231	11	1	0.014636
13863	20201231	11	3	-0.097015
13867	20201231	72	1	0.030801
13870	20201231	11	3	0.281167
13876	20201231	11	3	-0.037175
13877	20201231	11	3	0.114240
13878	20201231	11	3	0.353204
13879	20201231	11	3	0.291925
13883	20201231	11	3	0.156757
13887	20201231	18	1	0.067861
13888	20201231	73	5	0.072282
13890	20201231	11	1	0.083390
13894	20201231	48	1	0.091803
13897	20201231	44	1	0.060428
13898	20201231	14	1	0.037083
13901	20201231	11	1	0.050967
13904	20201231	11	1	0.020475
13905	20201231	44	1	0.051101
13907	20201231	18	1	0.095032
13908	20201231	11	1	0.138446
13911	20201231	11	1	0.060240
13912	20201231	73	4	0.035493
13913	20201231	73	4	0.012996
13917	20201231	12	1	0.106804
13918	20201231	11	3	-0.527245
13919	20201231	11	1	0.050546
13921	20201231	11	1	0.196488
13922	20201231	73	3	0.028607
13924	20201231	11	3	-0.209607
13925	20201231	73	3	0.016497
13926	20201231	31	3	-0.176114
13927	20201231	14	3	0.342609
13928	20201231	11	1	0.010870
13930	20201231	12	3	-0.044248
13935	20201231	11	3	-0.166829
13936	20201231	11	1	0.181155
13938	20201231	11	3	0.002169
13941	20201231	31	3	-0.292582
13943	20201231	11	3	0.168569
13947	20201231	11	3	-0.018598
13948	20201231	73	3	0.003600
13949	20201231	11	3	0.009962
13950	20201231	73	3	0.040277
13954	20201231	11	3	-0.081921
13956	20201231	11	3	-0.086338
13957	20201231	11	3	
13959	20201231	11	3	-0.006289
13962	20201231	11	3	0.347301
13963	20201231	11	3	0.018130
13964	20201231	11	3	-0.002246
13965	20201231	11	3	-0.088657
13967	20201231	11	3	-0.024612
13969	20201231	11	3	0.057186
13971	20201231	73	3	0.020738
13972	20201231	73	4	0.056702
13973	20201231	73	4	0.063478
13976	20201231	11	2	-0.075188
13978	20201231	12	2	0.010753
13983	20201231	11	1	-0.023644
13985	20201231	73	4	0.012289
13987	20201231	48	2	-0.028020
13990	20201231	44	1	0.031923
13993	20201231	11	1	-0.213656
13994	20201231	44	1	0.044571
13997	20201231	73	4	0.218960
13999	20201231	31	1	-0.185897
14000	20201231	73	4	0.107874
14002	20201231	73	4	0.018927
14003	20201231	44	1	0.065104
14008	20201231	11	3	0.035489
14009	20201231	72	1	0.018009
14019	20201231	31	1	0.021328
14020	20201231	73	5	0.036972
14023	20201231	73	4	0.001912
14027	20201231	44	1	0.032315
14028	20201231	73	4	-0.011934
14030	20201231	11	1	0.088799
14033	20201231	11	3	0.438596
14035	20201231	71	1	-0.017485
14036	20201231	48	1	0.025937
14037	20201231	18	1	0.029320
14038	20201231	73	4	0.084217
14039	20201231	18	1	0.107356
14044	20201231	11	3	-0.064551
14045	20201231	11	3	0.336456
14046	20201231	11	3	-0.523270
14047	20201231	73	3	0.076756
14050	20201231	14	3	0.012179
14051	20201231	11	3	-0.316327
14054	20201231	11	3	-0.076561
14056	20201231	11	3	0.606207
14060	20201231	11	3	-0.007519
14061	20201231	48	1	0.046309
14068	20201231	73	4	0.033003
14069	20201231	73	4	0.012397
14071	20201231	18	1	0.052019
14072	20201231	11	3	0.287879
14075	20201231	31	1	0.262788
14076	20201231	11	1	0.020827
14078	20201231	73	4	0.074182
14079	20201231	73	4	0.061074
14080	20201231	73	4	0.056445
14081	20201231	73	4	0.074056
14084	20201231	73	4	0.040658
14085	20201231	73	4	0.045201
14088	20201231	12	1	-0.002096
14089	20201231	12	1	0.228700
14092	20201231	12	1	-0.012085
14093	20201231	11	3	-0.267281
