PERMNO	date	SHRCD	EXCHCD	RET
16034	20201231	31	1	0.114613
16042	20201231	18	1	0.039827
16043	20201231	12	3	-0.197080
16044	20201231	11	1	0.137429
16048	20201231	12	1	0.115264
16049	20201231	11	2	0.529114
16051	20201231	11	3	0.047072
16052	20201231	11	3	0.148345
16055	20201231	73	3	0.061973
16057	20201231	73	3	0.036003
16059	20201231	73	3	0.042092
16060	20201231	73	3	0.065015
16062	20201231	12	3	0.023351
16063	20201231	11	3	0.054277
16064	20201231	11	3	0.385281
16066	20201231	11	3	0.601342
16068	20201231	11	3	-0.190704
16069	20201231	11	3	0.403983
16070	20201231	11	3	1.544262
16071	20201231	72	1	0.048910
16074	20201231	44	1	0.019167
16075	20201231	73	4	0.096516
16076	20201231	11	1	-0.024015
16077	20201231	31	1	0.109948
16078	20201231	73	4	0.005433
16080	20201231	73	4	0.047029
16082	20201231	11	1	0.148660
16083	20201231	11	1	0.143260
16084	20201231	11	1	0.058132
16087	20201231	11	1	0.009839
16090	20201231	11	3	0.363184
16091	20201231	73	3	0.028898
16092	20201231	73	3	0.050607
16093	20201231	73	3	0.072180
16094	20201231	73	3	0.029194
16097	20201231	11	3	0.110092
16098	20201231	73	3	0.013995
16099	20201231	11	3	0.021923
16100	20201231	11	3	0.404348
16103	20201231	73	3	0.047740
16104	20201231	11	3	0.083333
16107	20201231	73	3	0.058735
16108	20201231	11	3	-0.098214
16111	20201231	11	3	0.331288
16112	20201231	11	3	-0.121495
16113	20201231	73	4	0.052269
16114	20201231	73	4	0.036035
16115	20201231	73	4	0.001359
16116	20201231	73	4	0.011961
16119	20201231	11	1	0.054643
16120	20201231	31	1	0.033156
16122	20201231	73	4	0.047060
16123	20201231	73	4	0.030890
16126	20201231	11	1	0.063916
16128	20201231	73	4	-0.036611
16130	20201231	73	4	0.030454
16131	20201231	73	4	0.067869
16132	20201231	73	4	0.040265
16135	20201231	73	4	0.039246
16136	20201231	18	1	-0.031410
16139	20201231	73	4	0.092348
16140	20201231	11	1	0.057515
16143	20201231	12	1	0.084401
16145	20201231	11	3	0.195046
16146	20201231	11	3	-0.161903
16154	20201231	11	3	-0.048165
16155	20201231	31	1	
16156	20201231	12	1	0.168976
16158	20201231	11	1	0.121184
16161	20201231	31	3	0.064039
16164	20201231	11	3	-0.051852
16166	20201231	73	5	0.042044
16167	20201231	73	5	0.047944
16171	20201231	11	3	-0.166681
16172	20201231	73	3	0.036248
16173	20201231	11	3	-0.162651
16178	20201231	11	3	-0.115527
16179	20201231	11	3	0.258929
16181	20201231	11	3	0.092783
16182	20201231	11	3	0.001914
16183	20201231	11	3	0.290058
16186	20201231	11	3	0.042450
16187	20201231	31	3	0.021583
16188	20201231	11	3	0.311956
16247	20201231	11	3	0.338856
16250	20201231	11	3	0.715352
16251	20201231	73	3	0.051292
16252	20201231	11	3	0.069808
16253	20201231	11	3	0.075730
16255	20201231	11	3	-0.029575
16258	20201231	73	3	0.055325
16260	20201231	11	3	0.084450
16261	20201231	11	3	0.299608
16263	20201231	11	3	-0.165563
16268	20201231	11	1	-0.183738
16271	20201231	73	4	0.024333
16274	20201231	73	4	0.017522
16275	20201231	44	1	0.007705
16276	20201231	11	1	0.124930
16277	20201231	11	1	0.041743
16281	20201231	12	3	-0.066787
16283	20201231	73	3	0.046919
16284	20201231	11	3	0.442502
16285	20201231	11	3	0.224066
16287	20201231	11	3	0.174334
16288	20201231	73	3	0.044061
16289	20201231	73	3	0.093143
16290	20201231	11	3	0.159840
16291	20201231	73	3	-0.008800
16292	20201231	73	3	0.031967
16293	20201231	73	3	0.033682
16294	20201231	73	3	0.050307
16295	20201231	73	3	0.033744
16296	20201231	73	3	0.100170
16297	20201231	73	3	0.024781
16298	20201231	31	3	-0.052326
16302	20201231	73	3	0.025008
16303	20201231	11	3	0.586342
16304	20201231	11	3	0.163563
16305	20201231	73	3	0.077349
16306	20201231	11	3	-0.107692
16307	20201231	73	3	0.064289
16308	20201231	11	3	0.243181
16309	20201231	11	3	-0.111057
16310	20201231	11	3	-0.137006
16311	20201231	73	3	0.001532
16312	20201231	73	4	0.055159
16318	20201231	11	1	0.158694
16319	20201231	11	1	0.088033
16320	20201231	73	4	0.045305
16321	20201231	73	4	0.033629
16322	20201231	73	4	0.031219
16323	20201231	73	4	0.029704
16324	20201231	73	4	0.048611
16325	20201231	73	4	0.051627
16326	20201231	73	4	0.028639
16327	20201231	73	4	-0.000100
16330	20201231	73	4	0.006904
16333	20201231	71	3	0.093389
16334	20201231	73	4	-0.001891
16337	20201231	14	1	0.018974
16338	20201231	11	1	0.015358
16339	20201231	12	1	-0.015793
16341	20201231	12	1	0.013658
16342	20201231	12	1	0.111218
16343	20201231	11	1	0.012593
16347	20201231	11	1	0.158291
16348	20201231	31	3	0.105311
16350	20201231	11	2	0.038793
16376	20201231	11	3	-0.357095
16377	20201231	11	3	0.221201
16381	20201231	11	3	0.085273
16382	20201231	11	3	0.030403
16383	20201231	12	3	0.206350
16384	20201231	11	3	-0.073046
16386	20201231	11	3	-0.029856
16392	20201231	11	3	-0.157509
16393	20201231	11	3	0.634788
16399	20201231	11	3	0.098940
16400	20201231	11	3	0.852941
16401	20201231	11	3	1.270408
16403	20201231	14	3	0.025905
16417	20201231	11	3	-0.002649
16431	20201231	11	1	0.087870
16432	20201231	11	3	0.047025
16434	20201231	11	1	0.079443
16436	20201231	11	1	0.308912
16437	20201231	11	1	-0.117455
16439	20201231	73	4	0.005937
16442	20201231	11	1	0.297030
16443	20201231	73	4	
16446	20201231	73	4	0.048254
16447	20201231	73	4	0.075484
16448	20201231	11	1	0.161049
16449	20201231	31	1	0.032578
16451	20201231	12	1	0.162947
16452	20201231	12	1	0.077147
16454	20201231	12	1	-0.029603
16457	20201231	73	3	0.051345
16458	20201231	11	3	0.359788
16461	20201231	31	3	0.040098
16463	20201231	11	3	-0.007194
16464	20201231	11	3	0.446927
16465	20201231	11	3	0.442623
16466	20201231	11	3	0.086614
16471	20201231	11	3	-0.115681
16472	20201231	11	3	-0.147059
16473	20201231	11	3	0.789474
16479	20201231	12	1	0.059636
16480	20201231	73	4	0.036140
16481	20201231	73	4	0.002666
16482	20201231	73	4	0.062699
16485	20201231	44	1	0.021687
16486	20201231	73	4	0.005369
16487	20201231	73	4	0.076118
16488	20201231	73	4	0.001000
16494	20201231	14	1	0.024375
16495	20201231	12	1	0.155902
16496	20201231	12	1	-0.027283
16497	20201231	11	3	0.137441
16498	20201231	11	1	0.130137
16499	20201231	11	1	0.050858
16505	20201231	11	3	0.168762
16510	20201231	73	4	0.045177
16511	20201231	73	4	0.019934
16514	20201231	44	1	0.034472
16515	20201231	18	1	0.199857
16516	20201231	73	4	0.052884
16517	20201231	73	5	0.056701
16518	20201231	73	4	0.019123
16522	20201231	11	3	0.462136
16523	20201231	73	3	0.038024
16524	20201231	12	3	0.238775
16525	20201231	12	3	-0.055016
16526	20201231	73	3	0.024569
16528	20201231	11	3	-0.025510
16529	20201231	11	3	0.125277
16532	20201231	11	3	0.071429
16533	20201231	11	3	-0.436123
16535	20201231	31	3	0.105023
16536	20201231	12	3	0.020902
16537	20201231	12	3	0.142012
16538	20201231	12	1	0.131167
16541	20201231	11	3	0.510345
16542	20201231	11	3	0.406250
16543	20201231	11	3	0.000000
16545	20201231	12	2	0.200743
16548	20201231	11	1	0.023237
16554	20201231	11	1	0.048367
16555	20201231	11	1	0.068117
16557	20201231	11	1	0.228571
16558	20201231	44	1	0.030042
16559	20201231	73	4	-0.000004
16560	20201231	11	1	-0.046537
16562	20201231	11	3	-0.166344
16565	20201231	73	3	0.062162
16566	20201231	73	3	0.041387
16567	20201231	73	3	0.046010
16569	20201231	11	3	0.157398
16570	20201231	11	3	-0.020979
16573	20201231	12	3	-0.023474
16576	20201231	44	1	0.036281
16577	20201231	18	1	0.110236
16578	20201231	73	4	0.028362
16579	20201231	11	1	-0.001559
16580	20201231	73	4	0.011590
16581	20201231	18	1	0.039188
16582	20201231	71	1	0.095568
16583	20201231	73	4	0.078237
16584	20201231	73	4	0.048774
16585	20201231	18	2	0.016627
16588	20201231	73	3	0.001806
16590	20201231	11	3	-0.045122
16591	20201231	11	3	0.025352
16592	20201231	11	3	-0.058823
16593	20201231	11	3	-0.233236
16594	20201231	11	3	0.126667
16595	20201231	11	1	0.127195
16597	20201231	11	1	0.016272
16600	20201231	11	1	0.030022
16603	20201231	12	1	-0.104392
16604	20201231	73	4	0.062503
16605	20201231	73	4	0.048983
16606	20201231	73	4	0.055189
16610	20201231	73	4	0.050629
16611	20201231	11	1	-0.069825
16612	20201231	73	4	0.001854
16613	20201231	11	2	0.271028
16615	20201231	44	1	-0.013780
16617	20201231	11	1	0.280763
16622	20201231	11	2	0.333333
16623	20201231	73	4	0.003417
16624	20201231	12	1	-0.023622
16625	20201231	11	3	0.607096
16626	20201231	12	3	0.091234
16630	20201231	11	3	-0.013977
16631	20201231	11	3	0.100000
16632	20201231	11	3	0.121387
16633	20201231	11	3	0.085290
16638	20201231	11	3	-0.039766
16639	20201231	11	3	
16641	20201231	12	3	0.168959
16648	20201231	11	1	-0.006459
16649	20201231	11	3	0.037627
16650	20201231	11	1	-0.173067
16653	20201231	11	1	0.223881
16654	20201231	11	1	0.177905
16655	20201231	11	1	-0.042644
16656	20201231	31	1	-0.301887
16657	20201231	11	1	0.190925
16659	20201231	11	1	0.409894
16660	20201231	11	1	0.272300
16662	20201231	73	4	0.043353
16663	20201231	73	4	0.040453
16664	20201231	11	1	0.159321
16666	20201231	73	4	0.004236
16667	20201231	11	1	-0.030733
16668	20201231	12	1	-0.102374
16670	20201231	11	3	0.244512
16671	20201231	11	3	-0.004796
16673	20201231	11	3	0.213190
16674	20201231	11	3	0.025241
16675	20201231	11	3	0.103432
16676	20201231	11	3	0.041150
16678	20201231	11	1	-0.037576
16680	20201231	11	3	0.075908
16681	20201231	11	3	0.036436
16684	20201231	31	3	-0.057873
16685	20201231	73	3	0.023243
16689	20201231	11	1	0.785185
16690	20201231	11	2	-0.127163
16691	20201231	18	1	0.006583
16692	20201231	11	1	0.029139
16693	20201231	12	1	0.139502
16696	20201231	11	1	0.011638
16697	20201231	11	1	0.302808
16698	20201231	11	3	0.157786
16699	20201231	31	3	0.025347
16701	20201231	73	3	0.045635
16702	20201231	73	3	0.094670
16703	20201231	11	3	0.012675
16705	20201231	11	3	-0.014786
16706	20201231	73	3	0.028492
16709	20201231	11	3	-0.662281
16710	20201231	12	3	0.226132
16711	20201231	12	3	-0.131566
16712	20201231	11	3	0.069147
16713	20201231	73	3	0.033933
16736	20201231	11	1	0.059689
16737	20201231	11	1	0.321951
16738	20201231	11	1	0.143917
16739	20201231	31	1	-0.108359
16741	20201231	73	4	0.079898
16742	20201231	73	4	0.013065
16743	20201231	73	4	0.014033
16744	20201231	73	4	0.035632
16745	20201231	73	4	0.210464
16746	20201231	11	1	-0.031915
16747	20201231	73	4	0.052196
16749	20201231	12	2	0.541899
16750	20201231	11	1	0.211310
16751	20201231	12	1	-0.036425
16753	20201231	11	1	0.116451
16754	20201231	44	1	0.015789
16755	20201231	11	1	-0.271186
16756	20201231	11	1	0.009785
16760	20201231	73	4	0.047665
16761	20201231	73	4	0.029252
16762	20201231	73	4	0.000813
16763	20201231	73	4	0.074748
16764	20201231	18	1	0.127430
16765	20201231	11	2	-0.087458
16768	20201231	18	1	0.156773
16770	20201231	18	1	0.067317
16771	20201231	11	1	0.129600
16776	20201231	11	3	-0.045872
16777	20201231	11	3	-0.188555
16778	20201231	11	3	0.755162
16779	20201231	11	3	0.192839
16780	20201231	11	3	-0.022099
16781	20201231	11	3	0.104167
16784	20201231	11	3	0.026203
16785	20201231	73	3	0.010174
16786	20201231	31	3	2.400000
16787	20201231	31	3	-0.105337
16788	20201231	11	3	-0.003650
16792	20201231	11	3	0.044349
16793	20201231	11	3	-0.086925
16794	20201231	12	3	0.136156
16795	20201231	11	3	0.046218
16796	20201231	73	3	0.046600
16797	20201231	73	3	0.017600
16798	20201231	73	3	0.041914
16799	20201231	73	3	0.031115
16800	20201231	73	3	0.058889
16801	20201231	73	3	0.072850
16802	20201231	11	3	0.986971
16805	20201231	11	3	0.136569
16807	20201231	73	3	0.029781
16809	20201231	48	1	0.024561
16813	20201231	18	1	0.060752
16816	20201231	11	3	0.031482
16818	20201231	11	3	0.134409
16819	20201231	11	3	0.125224
16820	20201231	11	3	-0.206485
16822	20201231	73	3	0.099238
16823	20201231	73	3	0.027898
16824	20201231	11	3	-0.091153
16826	20201231	12	3	-0.056198
16827	20201231	11	3	0.335997
16828	20201231	11	3	0.036388
16829	20201231	11	3	0.433076
16831	20201231	73	3	0.098835
16832	20201231	73	3	0.003042
16833	20201231	73	3	0.001535
16834	20201231	11	3	0.161905
16836	20201231	12	2	0.066667
16837	20201231	11	1	0.064516
16841	20201231	44	1	0.021893
16843	20201231	73	4	0.000861
16844	20201231	12	2	0.106667
16849	20201231	12	2	0.100485
16850	20201231	31	1	0.246725
16851	20201231	11	1	0.120902
16853	20201231	11	3	-0.017625
16856	20201231	11	3	-0.083951
16857	20201231	11	3	-0.009709
16859	20201231	73	4	0.036485
16860	20201231	73	4	0.021647
16861	20201231	73	4	0.069044
16865	20201231	12	1	0.011652
16866	20201231	11	1	0.103030
16868	20201231	73	4	0.005545
16869	20201231	73	4	0.032750
16871	20201231	73	4	0.025447
16872	20201231	73	4	0.038505
16873	20201231	73	4	0.034019
16874	20201231	11	1	-0.032567
16875	20201231	12	1	0.329317
16876	20201231	73	3	0.030725
16877	20201231	12	3	0.495868
16880	20201231	11	3	1.620355
16883	20201231	11	3	0.162209
16887	20201231	11	3	-0.224242
16894	20201231	12	3	-0.152174
16895	20201231	11	3	-0.017949
16903	20201231	11	3	0.022973
16904	20201231	11	3	-0.030193
16905	20201231	11	3	0.369565
16911	20201231	11	3	0.451613
16914	20201231	31	3	-0.067220
16915	20201231	11	2	-0.033333
16917	20201231	11	1	-0.035691
16920	20201231	11	1	-0.067625
16921	20201231	11	3	0.067557
16922	20201231	11	3	-0.032175
16923	20201231	11	3	-0.071935
16924	20201231	11	3	-0.076537
16927	20201231	11	3	-0.020000
16928	20201231	11	3	0.092101
16929	20201231	31	3	-0.015351
16931	20201231	12	3	0.423077
16932	20201231	11	3	0.130974
16933	20201231	31	3	-0.262821
16936	20201231	48	3	-0.010309
16937	20201231	12	3	0.151111
16938	20201231	31	3	0.221701
16939	20201231	11	1	0.387990
16940	20201231	31	1	-0.303754
16945	20201231	73	4	0.033119
16946	20201231	73	4	0.041917
16947	20201231	73	4	0.022917
16948	20201231	73	4	0.009294
16949	20201231	73	4	0.013548
16952	20201231	73	4	0.019226
16953	20201231	73	4	0.002916
16954	20201231	73	4	0.006014
16955	20201231	73	4	0.095739
16956	20201231	44	1	0.027839
16957	20201231	71	3	0.110795
16958	20201231	73	4	0.037061
16959	20201231	73	4	0.049389
16960	20201231	73	4	0.098986
16961	20201231	11	1	0.255669
16962	20201231	31	1	-0.102273
16963	20201231	12	1	0.160326
16964	20201231	11	1	-0.108230
16965	20201231	11	1	0.036999
16966	20201231	11	1	0.036732
16967	20201231	11	3	0.266667
16968	20201231	11	3	0.249661
16971	20201231	11	3	0.057930
16974	20201231	11	3	-0.323376
16975	20201231	11	3	0.533981
16976	20201231	11	3	0.031805
16979	20201231	73	3	0.065832
16981	20201231	11	3	0.203638
16982	20201231	11	3	0.103377
16983	20201231	11	3	0.003003
16987	20201231	11	3	-0.273109
16989	20201231	11	3	-0.098558
16990	20201231	12	3	-0.448113
16991	20201231	11	3	0.040165
16992	20201231	11	3	0.022222
16995	20201231	11	3	-0.035780
16998	20201231	31	3	-0.057276
16999	20201231	11	3	-0.103325
17000	20201231	11	3	-0.039418
17001	20201231	73	3	0.039366
17002	20201231	71	1	-0.065256
17003	20201231	73	4	0.010957
17004	20201231	14	1	0.023838
17005	20201231	11	1	0.007523
17007	20201231	73	4	0.035991
17008	20201231	73	5	0.038699
17009	20201231	73	4	0.049054
17010	20201231	73	4	0.009458
17011	20201231	73	4	0.008389
17012	20201231	73	4	0.106001
17015	20201231	73	4	0.082799
17016	20201231	73	4	0.026142
17017	20201231	11	2	-0.073913
17018	20201231	73	4	-0.002096
17019	20201231	31	1	0.069767
17020	20201231	73	4	0.040968
17023	20201231	31	1	0.103565
17030	20201231	73	4	0.038634
17031	20201231	44	1	0.023378
17032	20201231	11	1	0.605664
17033	20201231	12	1	0.223350
17034	20201231	11	3	0.079406
17035	20201231	11	1	0.034113
17036	20201231	11	1	0.123034
17037	20201231	11	1	0.143471
17038	20201231	11	3	0.449877
17039	20201231	11	1	0.362949
17041	20201231	11	3	0.018800
17042	20201231	11	3	-0.051852
17043	20201231	11	3	0.182232
17044	20201231	11	3	0.170187
17045	20201231	11	3	-0.016582
17047	20201231	11	1	0.248428
17051	20201231	73	4	0.278507
17052	20201231	73	4	0.103667
17053	20201231	73	4	0.027834
17055	20201231	73	4	0.018794
17058	20201231	31	1	0.136962
17059	20201231	73	4	0.042348
17060	20201231	73	4	0.025655
17061	20201231	73	4	0.054278
17062	20201231	73	4	0.054417
17063	20201231	73	4	0.091215
17066	20201231	73	4	0.135066
17067	20201231	73	4	0.074966
17068	20201231	73	4	0.055171
17069	20201231	73	4	0.036142
17070	20201231	73	4	0.052457
17071	20201231	73	4	0.056829
17073	20201231	11	1	0.410053
17074	20201231	73	4	0.028736
17075	20201231	73	4	0.019975
17076	20201231	73	4	0.030256
17077	20201231	73	4	0.123295
17078	20201231	73	4	0.063805
17081	20201231	44	1	0.150778
17082	20201231	44	1	0.051186
17083	20201231	73	4	0.043532
17084	20201231	73	4	0.034269
17085	20201231	73	4	0.040352
17086	20201231	73	4	0.026371
17087	20201231	73	4	0.035195
17088	20201231	31	1	0.070423
17089	20201231	73	4	0.076196
17090	20201231	11	2	0.085324
17091	20201231	11	2	-0.019934
17092	20201231	31	1	0.120219
17093	20201231	11	1	0.096433
17094	20201231	31	1	0.224771
17095	20201231	73	4	-0.034413
17096	20201231	73	4	0.037370
17098	20201231	31	1	-0.075964
17100	20201231	31	2	0.164114
17103	20201231	11	2	0.563390
17104	20201231	11	3	0.213407
17105	20201231	11	3	-0.025758
17106	20201231	11	3	0.012452
17107	20201231	11	3	0.000000
17108	20201231	11	3	0.166743
17109	20201231	12	3	-0.425270
17110	20201231	31	3	0.008743
17112	20201231	73	3	0.020080
17113	20201231	31	3	0.037815
17115	20201231	12	3	0.217918
17116	20201231	11	3	-0.007177
17117	20201231	11	3	0.118280
17120	20201231	12	3	0.006818
17121	20201231	11	3	0.161125
17122	20201231	11	3	-0.426247
17123	20201231	73	3	0.074466
17124	20201231	73	3	0.002575
17125	20201231	11	3	0.373790
17126	20201231	11	3	0.038462
17130	20201231	12	3	-0.019452
17131	20201231	12	3	-0.019383
17132	20201231	73	4	0.081143
17133	20201231	11	3	0.002744
17134	20201231	11	3	1.244710
17135	20201231	11	3	0.161959
17137	20201231	11	3	0.294904
17138	20201231	73	3	0.050942
17139	20201231	11	3	-0.007407
17140	20201231	11	3	0.042945
17141	20201231	12	3	-0.166008
17142	20201231	73	3	0.083973
17144	20201231	11	1	-0.033213
17146	20201231	31	3	0.187761
17147	20201231	11	3	0.112028
17148	20201231	11	3	-0.003052
17150	20201231	31	3	-0.103079
17151	20201231	11	3	0.126677
17154	20201231	11	3	0.278296
17155	20201231	11	3	0.076638
17157	20201231	12	3	-0.018106
17178	20201231	11	1	0.658565
17183	20201231	73	4	0.029910
17184	20201231	73	4	0.009613
17185	20201231	73	4	0.030467
17190	20201231	73	4	0.004839
17191	20201231	73	4	0.134498
17192	20201231	73	4	0.079923
17193	20201231	73	4	0.089439
17200	20201231	12	1	0.092482
17201	20201231	11	1	-0.058103
17205	20201231	44	1	0.038218
17213	20201231	44	1	0.029245
17214	20201231	44	1	0.018276
17221	20201231	11	1	0.108602
17222	20201231	48	3	0.071790
17223	20201231	11	1	0.014801
17226	20201231	48	1	0.099912
17227	20201231	12	1	-0.009317
17228	20201231	73	4	0.006923
17229	20201231	73	4	0.033872
17230	20201231	73	4	0.176754
17234	20201231	11	1	0.029017
17235	20201231	73	4	0.030265
17236	20201231	73	4	0.013573
17237	20201231	73	4	0.019859
17238	20201231	73	4	0.047849
17243	20201231	73	4	0.040246
17244	20201231	73	4	0.034438
17245	20201231	11	2	0.093126
17246	20201231	73	4	0.107542
17247	20201231	73	4	0.024175
17249	20201231	73	4	0.054311
17250	20201231	12	1	0.114565
17251	20201231	11	1	0.236364
17252	20201231	11	1	0.463415
17253	20201231	75	4	0.117851
17254	20201231	12	1	0.201014
17258	20201231	31	3	0.358134
17262	20201231	11	3	-0.105470
17263	20201231	11	3	0.726496
17264	20201231	73	3	0.015300
17265	20201231	73	3	0.047998
17266	20201231	11	3	-0.070588
17269	20201231	11	3	-0.080488
17270	20201231	11	3	0.702532
17271	20201231	11	3	1.290030
17272	20201231	11	3	0.139497
17273	20201231	11	2	0.027287
17281	20201231	11	1	0.123707
17286	20201231	31	1	0.000000
17287	20201231	18	1	0.033058
17294	20201231	73	4	0.051103
17296	20201231	73	4	0.099104
17297	20201231	73	4	0.062784
17298	20201231	73	4	0.050025
17299	20201231	73	4	0.103442
17300	20201231	73	4	0.101587
17301	20201231	31	1	-0.048957
17302	20201231	73	4	0.156013
17303	20201231	73	4	0.053894
17305	20201231	73	4	0.035207
17307	20201231	18	1	0.021352
17308	20201231	12	1	
17309	20201231	11	1	0.188329
17310	20201231	12	1	0.270701
17311	20201231	31	3	0.022440
17313	20201231	11	3	0.693069
17315	20201231	11	3	0.202983
17316	20201231	12	3	-0.215819
17317	20201231	11	3	-0.099196
17318	20201231	12	3	0.277955
17323	20201231	11	3	0.312000
17324	20201231	11	3	-0.248344
17325	20201231	11	3	0.013850
17326	20201231	11	3	-0.244755
17327	20201231	11	3	0.481481
17328	20201231	73	3	0.074957
17330	20201231	12	3	0.087778
17332	20201231	11	3	0.211885
17334	20201231	11	3	
17341	20201231	11	3	0.282247
17342	20201231	11	3	0.111167
17343	20201231	11	3	-0.024654
17344	20201231	11	1	0.088702
17345	20201231	11	3	-0.235714
17346	20201231	31	3	0.363665
17349	20201231	11	3	0.050000
17350	20201231	11	3	0.061172
17351	20201231	11	3	-0.370370
17353	20201231	73	3	0.034002
17354	20201231	12	3	1.714994
17357	20201231	11	3	0.000000
17358	20201231	11	3	0.147358
17359	20201231	11	3	-0.046200
17360	20201231	11	3	0.284830
17361	20201231	11	3	-0.157534
17362	20201231	31	3	-0.218247
17365	20201231	11	3	-0.015152
17366	20201231	11	3	0.006410
17367	20201231	11	3	0.243243
17368	20201231	11	3	0.054794
17369	20201231	11	3	0.095200
17370	20201231	11	3	-0.074074
17372	20201231	11	3	0.144750
17373	20201231	11	3	-0.133005
17374	20201231	11	1	-0.046640
17375	20201231	73	4	0.025991
17377	20201231	73	4	0.199377
17378	20201231	31	1	0.127946
17379	20201231	31	1	-0.061728
17380	20201231	31	1	-0.148437
17381	20201231	12	2	0.016393
17382	20201231	11	1	0.223003
17383	20201231	73	5	0.079531
17384	20201231	73	5	0.079033
17385	20201231	73	5	0.080058
17389	20201231	73	5	0.036697
17390	20201231	73	5	0.052263
17391	20201231	73	5	0.091418
17392	20201231	73	5	0.101540
17393	20201231	73	5	0.058326
17395	20201231	73	4	0.028122
17397	20201231	73	5	0.000011
17406	20201231	73	5	0.110175
17407	20201231	73	5	-0.007984
17411	20201231	73	5	0.016038
17412	20201231	73	5	0.037754
17413	20201231	73	5	0.040328
17414	20201231	73	5	0.033292
17415	20201231	73	5	0.033460
17417	20201231	73	5	0.019081
17422	20201231	73	5	0.011537
17440	20201231	73	5	0.008722
17444	20201231	11	3	-0.054131
17445	20201231	73	5	0.025980
17446	20201231	73	5	0.066914
17447	20201231	73	5	0.040034
17449	20201231	73	4	0.021917
17450	20201231	73	5	0.048584
17453	20201231	73	5	0.069164
17454	20201231	73	5	0.040998
17456	20201231	73	5	0.026475
17457	20201231	73	5	0.011746
17459	20201231	73	5	0.035792
17460	20201231	73	5	0.071978
17461	20201231	73	5	0.001517
17462	20201231	73	5	0.039153
17463	20201231	73	5	0.087435
17464	20201231	73	5	0.045833
17465	20201231	73	5	0.069391
17466	20201231	73	5	0.024755
17467	20201231	73	5	0.033759
17468	20201231	73	5	0.048400
17469	20201231	73	5	0.001565
17473	20201231	73	5	0.041120
17476	20201231	73	5	0.072709
17477	20201231	73	5	0.073103
17478	20201231	11	1	-0.065524
17479	20201231	73	5	0.000379
17480	20201231	73	5	0.076792
17483	20201231	73	5	0.006170
17484	20201231	73	5	0.020196
17485	20201231	73	5	0.074038
17488	20201231	73	5	0.068445
17489	20201231	73	5	-0.000016
17490	20201231	73	5	0.058023
17491	20201231	73	5	0.050162
17504	20201231	73	5	0.037690
17506	20201231	73	5	0.005498
17512	20201231	73	5	0.080791
17513	20201231	73	5	0.000861
17514	20201231	73	5	0.055832
17517	20201231	73	5	0.022147
17518	20201231	73	5	0.047934
17519	20201231	73	5	0.001597
17520	20201231	73	5	0.014968
17521	20201231	73	5	0.018010
17522	20201231	73	4	0.027757
17524	20201231	73	5	0.063014
17526	20201231	73	5	0.017453
17528	20201231	73	5	0.041766
17529	20201231	73	4	
17530	20201231	73	5	0.045333
17533	20201231	73	5	0.008467
17534	20201231	73	5	0.063136
17540	20201231	73	5	0.041649
17541	20201231	73	5	0.032386
17542	20201231	73	5	0.056170
17543	20201231	73	5	0.045741
17544	20201231	73	5	0.073512
17545	20201231	73	5	0.041791
17546	20201231	73	5	0.044554
17547	20201231	73	5	0.068568
17561	20201231	73	5	0.037726
17562	20201231	73	5	0.030237
17563	20201231	73	5	0.029044
17565	20201231	73	5	0.050380
17568	20201231	73	5	0.038920
17569	20201231	73	5	0.060610
17570	20201231	73	5	0.064728
17571	20201231	73	5	0.050229
17572	20201231	73	5	0.042779
17573	20201231	73	5	0.032927
17575	20201231	73	5	0.026262
17576	20201231	73	5	0.016023
17577	20201231	73	5	0.008361
17578	20201231	73	5	0.041139
17579	20201231	73	5	0.082775
17580	20201231	73	5	0.042544
17581	20201231	73	5	0.027943
17583	20201231	73	5	0.043807
17584	20201231	73	5	0.077068
17586	20201231	73	5	0.026898
17587	20201231	73	5	0.078478
17588	20201231	73	5	0.040953
17589	20201231	73	4	0.013628
17591	20201231	73	5	0.067792
17592	20201231	73	5	0.021585
17593	20201231	73	5	0.011222
17594	20201231	73	5	0.010983
17595	20201231	73	5	0.060444
17598	20201231	73	5	0.053872
17599	20201231	73	5	0.013941
17600	20201231	73	5	0.008386
17601	20201231	73	5	0.046875
17607	20201231	73	5	0.000242
17608	20201231	73	5	0.017016
17610	20201231	73	5	0.050924
17613	20201231	73	5	0.062557
17614	20201231	73	5	0.053757
17615	20201231	73	5	0.026199
17620	20201231	73	5	0.059844
17621	20201231	73	5	0.037296
17622	20201231	73	5	0.061715
17623	20201231	73	5	0.052135
17624	20201231	73	5	0.068421
17625	20201231	73	5	0.062638
17626	20201231	73	5	0.063153
17627	20201231	73	5	0.019439
17628	20201231	73	5	0.003768
17629	20201231	73	5	0.021760
17630	20201231	73	5	-0.000212
17631	20201231	73	5	0.074024
17633	20201231	73	5	0.035510
17634	20201231	73	5	0.054880
17644	20201231	73	5	0.039978
17645	20201231	73	5	0.003324
17649	20201231	73	5	0.046984
17650	20201231	73	5	0.044062
17652	20201231	73	5	0.052242
17653	20201231	73	5	0.030273
17656	20201231	73	5	0.030033
17657	20201231	73	5	0.103389
17658	20201231	73	5	0.080029
17659	20201231	73	5	0.054479
17660	20201231	73	5	0.046120
17665	20201231	73	5	0.095895
17666	20201231	73	5	0.093331
17667	20201231	73	5	0.084472
17668	20201231	73	5	0.001365
17669	20201231	73	5	0.056475
17672	20201231	11	1	0.349367
